stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station
0500ACA,Acacia,-1.398926,36.725188,,
0500ACC,African Conservatories Centre/Fa,-1.33866,36.73803,,
0500AGB,Agribusiness Centre,-1.365584,36.735952,,
0500AHS,Happy House,-1.327292,36.83785,,
0500AKI,Kambi,-1.339785,36.714517,,
0500ALA,Olenana,-1.424614,36.694344,,
0500AME,Al-Mukaram Estate,-1.326178,36.831067,,
0500ANE,Golden Gate,-1.31533,36.838261,,
0500APJ,Airport Junction,-1.346604,36.902371,,
0500AST,Astrol,-1.290915,36.946946,,
0500AUT,Tumaini,-1.279582,36.966725,,
0500BAL,Balozi,-1.318126,36.846641,,
0500BAR,Barclays,-1.397279,36.759171,,
0500BAS,Base,-1.315849,36.921197,,
0500BDS,Banda School,-1.365823,36.766645,,
0500BLZ,Balozi,-1.319938,36.848003,,
0500BMS,Bomas,-1.341678,36.768579,,
0500BOI,Bobmill,-1.331476,36.859706,,
0500BPS,Baptist Church,-1.39569,36.735542,,
0500BRM,Barabara Mpya/Adventist University,-1.401294,36.72223,,
0500CAB,Cabanas,-1.33567,36.893147,,
0500CAM,Cambridge,-1.363635,36.765271,,
0500CAR,Cara,-1.340514,36.714131,,
0500CAU,Quickmart,-1.166779,36.963627,,
0500CHN,Chini Ya Mlima,-1.302358,36.915885,,
0500CIT,Cid Training School,-1.317071,36.829826,,
0500CLX,Caltex/Total,-1.39586,36.737801,,
0500CMZ,Christian Ministries In Africa,-1.360852,36.725832,,
0500COC,College Of Insurance,-1.325724,36.834001,,
0500CON,Consolata,-1.346721,36.765356,,
0500CRW,Car Wash,-1.308654,36.915691,,
0500CSH,Sunshine Sec. School,-1.320399,36.809388,,
0500CUE,CUEA/Bogani Road,-1.352263,36.76287,,
0500CUV,Cuea,-1.34149,36.757784,,
0500DAD,Ndege Road,-1.354837,36.719956,,
0500DAK,Dafam Hotel/Kenya Assemblies Of God,-1.325705,36.837034,,
0500DBC,Don Bosco,-1.33724,36.72778,,
0500DMS,Dam Estate,-1.322683,36.803808,,
0500DRN,Stedmak Garden,-1.341255,36.756091,,
0500DVK,Devki,-1.443505,36.989586,,
0500ELD,Kincar,-1.289385,36.97466,,
0500EPZ,Epz,-1.468748,36.96082,,
0500EVP,Village Police,-1.309972,36.913061,,
0500EXC,Exciting,-1.395422,36.731633,,
0500EYR,Ramsey,-1.306719,36.81812,,
0500FAA,Fair Mart,-1.396596,36.747763,,
0500FCT,Friends Court,-1.326778,36.837615,,
0500FLT,Flats/Arap Moi,-1.405433,36.716555,,
0500FNA,Falcon,-1.331229,36.863438,,
0500FRT,Forest Lane,-1.346624,36.714338,,
0500FTM,Fatima,-1.396363,36.744656,,
0500GCG,Gichagi,-1.425355,36.693466,,
0500GCT,Beacons Inn/Giraffe Centre,-1.366791,36.743641,,
0500GOE,Garden 1 Estate,-1.325958,36.832582,,
0500HAW,Kwa Rachel,-1.420591,36.703249,,
0500HAZ,Hazina Estate,-1.316141,36.848465,,
0500HIC,Kwa Chief,-1.28297,36.9598,,
0500HJS,St. Joseph,-1.250024,36.987772,,
0500HLL,Hillcrest Lane,-1.33832,36.73564,,
0500HLM,Shopping Mall,-1.28753,36.973991,,
0500HLT,St Lukes Methodist,-1.350299,36.748382,,
0500HMN,Hardy Manor,-1.365369,36.737049,,
0500HRN,Hardy Junction,-1.364735,36.742294,,
0500HSM,Horse Man,-1.421689,36.700664,,
0500HST,Wildlife Clubs of Kenya,-1.3381,36.773397,,
0500HZS,South B Stage,-1.315634,36.848468,,
0500IKO,Kongoni,-1.365041,36.740695,,
0500IMD,Imara Daima,-1.32504,36.881211,,
0500ITM,CITAM,-1.341469,36.758087,,
0500JCC,JCC Church,-1.318206,36.846642,,
0500JKL,Juakali,-1.306219,36.91596,,
0500KAE,Kware,-1.396837,36.749512,,
0500KAN,Kanisani,-1.407446,36.714446,,
0500KAP,Kapa,-1.365397,36.911998,,
0500KBL,Karen Blixen,-1.353141,36.713296,,
0500KBR,Baraka,-1.306697,36.817154,,
0500KCH,Karen Catholic Church,-1.32613,36.71052,,
0500KCL,Karen Country Club,-1.33948,36.714834,,
0500KCY,Karen C Primary School,-1.33932,36.7426,,
0500KEA,Kemsa,-1.314942,36.916668,,
0500KHN,Kahungo,-1.422279,36.699212,,
0500KJI,Kwa Maji,-1.423343,36.695863,,
0500KKM,Kwa Kimani/Laiser Hill,-1.395561,36.73389,,
0500KLB,KLB,-1.324394,36.830671,,
0500KMC,KMC,-1.452137,36.97983,,
0500KME,KMA Estate,-1.320531,36.829166,,
0500KMR,Kamura,-1.41005,36.712277,,
0500KNC,Kenchik,-1.411761,36.949273,,
0500KOB,Kobil,-1.307247,36.833344,,
0500KPS,Kongoni Primary School,-1.312282,36.828122,,
0500KRJ,Karen Road Junction,-1.333746,36.716578,,
0500KRT,Kwa Ratio,-1.420068,36.704601,,
0500KSG,Kenol/South C Gardens,-1.313202,36.826786,,
0500KSP,Marist Lane/Kspca,-1.3378,36.73183,,
0500KSR,Kiserian,-1.42973,36.687204,,
0500KTT,Park Estate,-1.322377,36.787494,,
0500KWG,Kwa Gate,-1.30049,36.91454,,
0500KWI,Kawi,-1.325755,36.833623,,
0500KWT,Kwa Transfomer,-1.303645,36.916636,,
0500LBN,Laibon Lane,-1.360978,36.724102,,
0500LGS,Lang'ata Road Stage/St. Mary'S H,-1.332642,36.78224,,
0500LIM,Maasai Mall,-1.394565,36.764109,,
0500LMA,Maasai Mall,-1.394509,36.764174,,
0500LRJ,Lang'ata Road Junction,-1.340833,36.750538,,
0500MAR,Marmanet House,-1.310343,36.833681,,
0500MBT,Mabati,-1.370161,36.917469,,
0500MBZ,Matbronze,-1.364419,36.745237,,
0500MCH,Machakos Road,-1.302277,36.831354,,
0500MCT,KMTC,-1.348572,36.713905,,
0500MEM,Memorial Hospital,-1.310274,36.805254,,
0500MER,Merrystart Academy,-1.285293,36.986179,,
0500MGA,Mugoya Phase 1,-1.319535,36.829339,,
0500MGC,Magacia,-1.395882,36.729181,,
0500MGH,Mama Ngina Children's Home,-1.312983,36.825767,,
0500MGT,Sironik Road,-1.396507,36.761035,,
0500MGY,Mugoya,-1.321518,36.828972,,
0500MIN,Madina Estate,-1.325513,36.835581,,
0500MIO,Akiba/Madina Shops,-1.31467,36.823189,,
0500MJN,Mjengo,-1.406897,36.94665,,
0500MKY,Kobil/Mokoyeti Road West,-1.34093,36.754073,,
0500MLN,Millenium,-1.395977,36.739571,,
0500MMU,Multimedia University,-1.382143,36.770575,,
0500MOW,MOW,-1.318489,36.829564,,
0500MPF,Mugoya Phase 4,-1.325135,36.830784,,
0500MPK,Npc Karen,-1.341643,36.759041,,
0500MPS,Madaraka Primary,-1.306788,36.816398,,
0500MRL,Marula,-1.336929,36.71569,,
0500MSC,Madaraka Shopping Centre,-1.30674,36.818715,,
0500MSL,Masai Lane Junction,-1.355178,36.723273,,
0500MSQ,Mosque,-1.312593,36.823773,,
0500MSR,Mashuria,-1.41932,36.70625,,
0500MSU,Mosque,-1.33998,36.74725,,
0500MSV,Masai Villas,-1.357741,36.723063,,
0500MSW,Maasai Lane/Masai West,-1.360987,36.722714,,
0500MUQ,Mosque,-1.302427,36.802263,,
0500MWR,Masai West Road,-1.360803,36.729305,,
0500NBA,Nairobi Academy,-1.340475,36.750709,,
0500NBW,Nairobi Women's Hospital,-1.396461,36.74589,,
0500NDB,Bandari,-1.326095,36.840299,,
0500NDG,Ndege Road,-1.354816,36.720121,,
0500NGA,Kwa Njenga,-1.414989,36.711049,,
0500NLP,Nalepo,-1.420443,36.703693,,
0500NMJ,Namanga Junction,-1.435993,36.972815,,
0500NNE,Engen,-1.174417,36.977789,,
0500NRA,Ngara,-1.315974,36.826829,,
0500NSK,Nacico,-1.288159,36.838379,,
0500NTN,Nation,-1.372404,36.920009,,
0500NTU,Nyotu,-1.397259,36.756804,,
0500NYT,Nyati,-1.420839,36.702737,,
0500NYY,Nyayo,-1.30571,36.826676,,
0500OAI,Vision Plaza,-1.327865,36.851755,,
0500OBT,Allpack /Orbit,-1.386374,36.933952,,
0500OLR,Olerai,-1.396309,36.743885,,
0500OLS,Our Lady Secondary,-1.317818,36.847372,,
0500OOB,Brooks,-1.329689,36.713476,,
0500ORP,Orphanage,-1.33317,36.781317,,
0500OSA,Afya House,-1.326949,36.837713,,
0500PCH,Milele Nairobi PCEA Headquarters,-1.312743,36.824658,,
0500PHP,Shopping Center,-1.311698,36.838293,,
0500PLC,Places/Chap Chap,-1.396056,36.740775,,
0500PLV,Plainsview Phase 5,-1.318531,36.845042,,
0500PNR,Panari,-1.330204,36.855751,,
0500PTL,Portland,-1.44941,36.968283,,
0500PVE,Plainsview Education Point/Bypass,-1.319592,36.841317,,
0500QRL,Quarry Lane,-1.354529,36.717501,,
0500RAJ,Roundabout Jeshi,-1.313294,36.923292,,
0500RAL,Car & General,-1.30174,36.832572,,
0500RLN,Reliance,-1.35447,36.906289,,
0500RMP,Rimpa Road,-1.417618,36.709066,,
0500RNG,Tumaini/Ongata Rongai,-1.395274,36.763639,,
0500RNO,Corner,-1.185474,36.994832,,
0500RRN,Ngara Sports Club,-1.316231,36.827854,,
0500RTN,General Motors,-1.330311,36.870326,,
0500S39,39,-1.438963,36.978762,,
0500SAA,Embakasi,-1.310002,36.914368,,
0500SAE,Hardy Shopping Centre/Hardy Police Station,-1.364805,36.74216,,
0500SAT,Shee Ambaji Temple,-1.315905,36.826178,,
0500SBK,Sabaki,-1.420315,36.953957,,
0500SCS,South C Shopping Centre,-1.313348,36.827699,,
0500SFA,Southern First Assemblies Of God,-1.31353,36.823518,,
0500SHL,Shell,-1.321653,36.841235,,
0500SHM,Shalom,-1.435524,36.966542,,
0500SKR,Syokimau Railway Station,-1.359653,36.907814,,
0500SKW,KWS,-1.335976,36.776851,,
0500SLN,Solomon,-1.398712,36.942261,,
0500SMI,Sulami,-1.45773,36.978475,,
0500SMR,Sameer,-1.331062,36.864924,,
0500SNA,Sana Sana,-1.31882,36.840906,,
0500SNR,Senior,-1.437106,36.966675,,
0500SST,Tuskys,-1.396987,36.752757,,
0500STM,Steel Markers,-1.337803,36.894404,,
0500STR,Strathmore University/Siwaka,-1.308666,36.812439,,
0500STS,Starsheik Academy,-1.45615,36.979691,,
0500SUP,7Up,-1.307341,36.814858,,
0500SWR,Swara,-1.35927,36.762587,,
0500SYJ,Stage Ya Juu,-1.391432,36.937822,,
0500SYK,Syokimau,-1.379645,36.928056,,
0500TAB,Kanisa Mabati,-1.310757,36.835206,,
0500TBA,BAT,-1.29541,36.855832,,
0500TEA,Gate C,-1.318962,36.84374,,
0500TJI,Junction,-1.297595,36.866566,,
0500TKS,Tuskys,-1.31705,36.918138,,
0500TNI,Tumaini,-1.279564,36.966752,,
0500TOL,Toll,-1.427072,36.959096,,
0500TON,Connection,-1.321235,36.898184,,
0500TRN,Triangle,-1.426975,36.691508,,
0500TSH,Chemist,-1.319255,36.896878,,
0500/TT,Rubia Estate/Maasai Estate,-1.326733,36.789758,,
0500TTK,Total Karen,-1.33892,36.73972,,
0500TUR,Tulia Court,-1.308103,36.813453,,
0500TUY,Nyotu,-1.397415,36.757915,,
0500UFK,Kifaru,-1.286216,36.983663,,
0500UIR,RUMI,-1.316253,36.828159,,
0500URO,Karuri Court,-1.307968,36.813721,,
0500VUM,Vumira House,-1.311478,36.8353,,
0500WAT,South C Turnoff/Water,-1.315526,36.824171,,
0500WNN,Winners,-1.320817,36.84928,,
0500WTH,White House,-1.403785,36.718293,,
0500WTO,Mokoyeti West,-1.341045,36.754466,,
0501AAD,Madaraka Primary,-1.306933,36.815765,,
0501ACA,Acacia,-1.398809,36.725319,,
0501ADV,Adventist University,-1.401103,36.722692,,
0501AES,Tata Bus Terminus,-1.311827,36.829889,,
0501AFL,Flats,-1.322195,36.776149,,
0501AGC,Africa Gospel Church,-1.340252,36.748179,,
0501AKL,Akila/Akila Police Post,-1.322649,36.830285,,
0501AMB,Amboseli Estate,-1.327511,36.839018,,
0501AMN,Amani,-1.280458,36.964564,,
0501AMR,Amref,-1.319163,36.810873,,
0501APJ,Airport Junction,-1.344124,36.902578,,
0501APV,Airportview Estate,-1.313913,36.812483,,
0501ATH,Happy House,-1.327344,36.837894,,
0501ATL,Total,-1.396005,36.737858,,
0501BAL,Balozi Junction,-1.318073,36.846677,,
0501BAN,Bandari,-1.304526,36.832493,,
0501BDS,Banda School,-1.365629,36.766651,,
0501BLU,Bluesky Estate/T-Mall,-1.312813,36.815245,,
0501BLZ,Balozi,-1.319831,36.848046,,
0501BMH,Boma Hotel,-1.324381,36.83385,,
0501BMS,Bomas/Galleria,-1.344468,36.7663,,
0501BOT,Botanical Gardens,-1.362273,36.747377,,
0501BRE,Baraka Estate,-1.298156,36.912689,,
0501BRK,Barracks/75,-1.311577,36.925461,,
0501CEM,Cemastea/ Research,-1.353903,36.71309,,
0501CHI,Ngei,-1.329335,36.78286,,
0501CHN,Chini Ya Mlima,-1.30218,36.915626,,
0501CIC,Clinic,-1.310195,36.822331,,
0501CIV,Civil Servants,-1.312153,36.819327,,
0501COG,Collingham Gardens/ Mary ward,-1.36086,36.726432,,
0501COI,College Of Insurance,-1.32574,36.834027,,
0501CRW,Car Wash,-1.308617,36.915672,,
0501CUE,Courner,-1.325698,36.887213,,
0501DAR,Dar-Es-Salaam,-1.305716,36.833025,,
0501DBB,Don Bosco Boys Training Institut,-1.326854,36.711103,,
0501DBC,Don Bosco Church,-1.337344,36.727971,,
0501DME,Dam Estate,-1.322802,36.804624,,
0501DSC,Uchumi,-1.30836,36.822272,,
0501EAR,Kware,-1.396858,36.749501,,
0501ELD,Elshadai,-1.287591,36.979692,,
0501ENE,Engen,-1.174368,36.977566,,
0501ERR,Corner,-1.18755,36.996377,,
0501EXC,Exciting,-1.395455,36.731754,,
0501FAR,Fair Acres Road,-1.33883,36.738152,,
0501FDE,Fedha Total,-1.31788,36.895899,,
0501FOR,Forest Road,-1.341346,36.714119,,
0501FRC,Friends Court,-1.326735,36.837624,,
0501GMS,GM,-1.329732,36.871029,,
0501GTD,Gate D,-1.308478,36.909562,,
0501GTH,Githeri Rise/Highway,-1.316523,36.838543,,
0501HAZ,Hazina Estate,-1.316042,36.848364,,
0501HCC,Maasai Lodge/Hashi,-1.390667,36.766832,,
0501HLC,Hillcrest,-1.338626,36.736897,,
0501HLR,Hillcrest Road,-1.338395,36.735315,,
0501HMA,Hardy Manor,-1.365576,36.737851,,
0501HOT,Thogoto Road,-1.311412,36.820625,,
0501IMR,Imara Daima,-1.328466,36.880331,,
0501INR,Industrial Area Round About,-1.298248,36.82931,,
0501JKL,Jua Kali,-1.306085,36.915927,,
0501KAD,Kenya Assemblies Of God/Dafam Hotel,-1.325595,36.837018,,
0501KAE,Karen Country Club,-1.3394,36.714824,,
0501KBL,Shell Haile Selassie Junction,-1.293388,36.820963,,
0501KBX,Karen Blixen,-1.352911,36.713291,,
0501KCL,Karen Catholic Church,-1.325946,36.710312,,
0501KCR,Karen C Secondary School,-1.339452,36.742755,,
0501KDO,Kodi I,-1.307668,36.821376,,
0501KDT,Kodi II,-1.307491,36.820207,,
0501KET,Total Karen,-1.339028,36.739687,,
0501KIL,Kilimani Junior School,-1.364492,36.745067,,
0501KIR,PCEA junction,-1.330494,36.78051,,
0501KIS,Kiserian,-1.429062,36.686887,,
0501KMC,KMC,-1.452389,36.979964,,
0501KNA,Kenol/Nairobi Academy,-1.340986,36.753532,,
0501KNL,Kenol,-1.3972,36.755415,,
0501KOD,Kordes Roses,-1.360904,36.727629,,
0501KPT,Kapiti Junction,-1.31078,36.83782,,
0501KPU,Kenya Polytechnic Bus Stop,-1.292001,36.822352,,
0501KRD,Kirdi/Southend Estate,-1.322499,36.831532,,
0501KSG,Kiserian Girls/Kwa Maji,-1.423356,36.696028,,
0501KSN,Kwa Stone,-1.286664,36.973706,,
0501KSP,Kspca/Marist Lane,-1.338031,36.732638,,
0501KSS,Karen South Secondary,-1.339849,36.745486,,
0501KWG,Kwa Gate A,-1.300485,36.914382,,
0501KWK,Kwa Kanisa,-1.309593,36.914791,,
0501LRJ,Lang'Ata Road Junction/ Go Left,-1.33323,36.716035,,
0501LSR,Kwa Kimani/Laiser Hill,-1.39564,36.734614,,
0501MAB,Matbronze,-1.363583,36.747385,,
0501MAG,Magharibi/Kogo Star,-1.313644,36.817439,,
0501MAL,Moran Lane/Masai Lane Junction,-1.360892,36.722524,,
0501MAS,Masai Road,-1.360855,36.729176,,
0501MAU,Marula,-1.33674,36.715753,,
0501MBE,Rubia/Maasai Estate,-1.326653,36.789806,,
0501MBO,Masai Lane Bogani Lane Junction,-1.355229,36.72318,,
0501MBT,Mabati,-1.369525,36.917027,,
0501MDN,Madina Estate,-1.325505,36.835461,,
0501MIA,Tumaini,-1.279349,36.966902,,
0501MIL,Miller Estate,-1.311756,36.820089,,
0501MJN,Mjengo,-1.406255,36.94663,,
0501MKR,Mukoma Road,-1.372141,36.76862,,
0501MKS,Madaraka Shopping Centre,-1.306804,36.817642,,
0501MLG,Mlangoni,-1.45005,36.968372,,
0501MLK,Mega Link,-1.339635,36.743946,,
0501MOA,Ramco,-1.328777,36.878046,,
0501MOE,Moi Educational Centre,-1.313263,36.819043,,
0501MQE,Mosque,-1.311314,36.838391,,
0501MRG,Maro Gardens,-1.358862,36.762636,,
0501MSA,Mombasa Road,-1.318342,36.83873,,
0501NDG,Ndege Road,-1.336588,36.72236,,
0501NEK,NEMA,-1.320611,36.837315,,
0501NIB,NIBS/Ongata Rongai,-1.391825,36.76594,,
0501NKO,Nkoroi White House,-1.404555,36.7175,,
0501NLP,Nalepo,-1.420524,36.703624,,
0501NMD,NHC Flats/Madaraka Primary School,-1.306821,36.816553,,
0501NMJ,Namanga Junction,-1.434982,36.971118,,
0501NNL,Nice N Lovely,-1.354464,36.90663,,
0501NNP,Nairobi National Park Gate,-1.348156,36.764887,,
0501NPC,Npc Karen,-1.341834,36.759278,,
0501NTN,Nation,-1.372267,36.920297,,
0501NYY,Nyayo,-1.30578,36.827057,,
0501OCN,Corner Stop,-1.286318,36.973605,,
0501OHA,Maisha Bora,-1.288598,36.977073,,
0501OIL,Langata Barracks,-1.332028,36.783493,,
0501OIN,Oilibya/NEMA,-1.319809,36.837822,,
0501OLA,Astrol,-1.290979,36.946893,,
0501OLR,Olerai,-1.396351,36.744019,,
0501OLS,Our Lady Secondary,-1.317707,36.847369,,
0501ONM,Tyme Arcade/Ongata Mall,-1.397174,36.759599,,
0501OTT,Toyota,-1.303866,36.826156,,
0501OUT,Ruiru Road Junction,-1.153641,36.959947,,
0501PCE,Kanisani/PCEA,-1.407454,36.714424,,
0501PRI,OiLibya,-1.327264,36.788986,,
0501PTN,Total Petrol Station/Corner,-1.310517,36.837282,,
0501PVW,Parkview/Winners,-1.320817,36.849409,,
0501RCK,Redcross,-1.322266,36.833311,,
0501RCR,Red Cross,-1.3237,36.833732,,
0501RET,Corner Stop,-1.286259,36.973549,,
0501RIA,Kariba Estate,-1.311496,36.840821,,
0501RIM,Rimpa Road,-1.417762,36.70904,,
0501RIV,Vumira/Mariakani,-1.31071,36.835179,,
0501RNG,Tumaini/Ongata Rongai,-1.395227,36.763723,,
0501RNP,Ongata Rongai Police Station/Nyotu,-1.397304,36.756748,,
0501RRI,Karuri,-1.307942,36.813716,,
0501RTI,Railway Training Institute,-1.313674,36.842114,,
0501S39,39,-1.438724,36.978432,,
0501SBD,South B Dispensary,-1.316795,36.84286,,
0501SBK,Sabaki,-1.420016,36.954022,,
0501SDG,Standard Group,-1.331095,36.85985,,
0501SDO,Doshi,-1.329138,36.884837,,
0501SEL,Shell,-1.321118,36.841106,,
0501SGC,South Gate Centre,-1.310699,36.836801,,
0501SHM,Shalom,-1.435689,36.966667,,
0501SKN,Sokoni/Peponi,-1.448447,36.980415,,
0501SLM,Sulami/Nyambura,-1.457861,36.978554,,
0501SNA,Sana Sana,-1.318756,36.840978,,
0501SRI,Sori/Olive,-1.317606,36.83873,,
0501STM,St. Mary's Catholic Church/Sironik Road,-1.3963,36.761664,,
0501STS,Starsheik,-1.456219,36.979792,,
0501SVK,St.Veronica ACK,-1.312392,36.842398,,
0501SYC,Petma/Mlolongo Chini,-1.396349,36.941417,,
0501SYJ,Tops/Stage Ya Juu,-1.39112,36.937976,,
0501TAM,Tamambo,-1.345196,36.714403,,
0501TFS,Tuffsteel,-1.337222,36.894932,,
0501TKS,Tuskys,-1.317235,36.918239,,
0501TLL,Toll,-1.426369,36.958794,,
0501TML,Shell/T-Mall,-1.311067,36.817232,,
0501TTO,Tolet,-1.325634,36.841825,,
0501UCH,Carnivore/Uchumi Hyper/Dam Estate,-1.322844,36.8045,,
0501UMI,Quickmart,-1.16729,36.964472,,
0501UTJ,Utawala Junction/Benedicta,-1.278777,36.967821,,
0501VIL,Embakasi Village,-1.312093,36.914539,,
0501VLG,Village,-1.453628,36.967694,,
0501VNL,Vanillas,-1.452073,36.968141,,
0501VOD,Avocado,-1.360434,36.762737,,
0501WCK,Wildlife Clubs of Kenya,-1.338283,36.773509,,
0501WEB,Nairobi West,-1.307314,36.823699,,
0501WIL,Wilson/AMREF,-1.316686,36.81349,,
0501WMN,Nairobi Women's Hospital/Fairmart,-1.396517,36.746185,,
0501ZZL,Mazzoldi House,-1.336395,36.719753,,
0502AMB,Kencom/Ambassadeur,-1.2854,36.825803,0,
0502BMA,Bomas/Galleria,-1.342349,36.764336,,
0502DVK,Devki,-1.44408,36.989379,,
0503CNA,Container/New Apostolic Church,-1.322103,36.82881,,
0503HRS,Highrise,-1.314701,36.808046,,
0503KNK,Karen/Nakumatt Crossroads,-1.323235,36.708025,,
0503KRL,Karen Road-Lang'Ata Road Junction,-1.333069,36.716051,,
0503MZW,St. Bakhita,-1.324738,36.888914,,
0503PEV,Posta Embakasi Village,-1.308323,36.911462,,
0503STS,Strathmore/Siwaka,-1.308703,36.812353,,
0503TMO,T-Mall,-1.31299,36.816671,,
0510AAD,Madharau Stage,-1.389354,36.936314,,
0510AAF,Nairobi Area Traffic Police Headquarters,-1.297009,36.806938,,
0510AAN,Langata High School,-1.324823,36.780016,,
0510AAU,Utawala,-1.284027,36.988955,,
0510ABO,Maboko Road,-1.329928,36.781712,,
0510ADP,AP,-1.285025,36.956587,,
0510AEM,Eka Hotel/Nextgen mall,-1.323362,36.844068,,
0510AGP,Agip,-1.291822,36.822358,,
0510AGR,Garage,-1.329485,36.780156,,
0510AIH,Harakisha,-1.31408,36.838253,,
0510AIM,Imara,-1.329202,36.878303,,
0510AIR,Makaburini,-1.298189,36.823415,,
0510AIW,Maziwa,-1.323268,36.885205,,
0510ALM,Langata Road Primary,-1.317244,36.812782,,
0510AMN,Amani,-1.280986,36.963754,,
0510AMR,AMREF,-1.319035,36.810749,,
0510ANI,China,-1.293013,36.944125,,
0510AOC,Nacico,-1.28758,36.837164,,
0510ARA,Makadara,-1.457325,36.974605,,
0510ARK,Ark Junction,-1.309252,36.833673,,
0510ATL,Airtel,-1.325961,36.848499,,
0510ATN,Utawala Junction/Benedicta,-1.278856,36.96797,,
0510AVT,Aviation,-1.319394,36.907426,,
0510BAL,Lab,-1.330553,36.867896,,
0510BEI,Bellevue,-1.319647,36.837974,,
0510BKM,Mukoma Road,-1.371589,36.768246,,
0510BLV,Belleview,-1.319454,36.837609,,
0510BRC,Langata Barracks,-1.331629,36.783604,,
0510BRK,Barracks/75 Rounda,-1.313313,36.923192,,
0510CAN,Carnivore/Rafikiz,-1.323061,36.802046,,
0510CAO,Avocado,-1.360327,36.762629,,
0510CFI,Kwa Chief,-1.326492,36.780338,,
0510CNG,Car & General,-1.303541,36.831838,,
0510CRH,Church,-1.327543,36.780059,,
0510CUN,South C shopping centre,-1.313027,36.830072,,
0510DOT,DT Dobie,-1.299521,36.836818,,
0510DUS,Industrial Area,-1.300197,36.835673,,
0510DVM,Madaraka Flyover,-1.307974,36.819026,,
0510E4E,Uhuru Gardens Gate 1,-1.323917,36.789973,,
0510EAR,Kware,-1.396594,36.749589,,
0510EAZ,Keza,-1.286044,36.954693,,
0510EGL,Bomas/Galleria,-1.344484,36.766015,,
0510EKI,Kwa Chief,-1.282916,36.960025,,
0510EMG,Uchumi/Mugumoini Market,-1.32558,36.785381,,
0510EON,Otiende,-1.323627,36.779984,,
0510EPN,Pipeline,-1.316541,36.895193,,
0510EPR,St. Peter's,-1.327597,36.785091,,
0510EPZ,Epz,-1.467201,36.961268,,
0510ERE,Everest,-1.437603,36.976161,,
0510ETG,Eternity Gospel Church,-1.329351,36.71327,,
0510FGT,Mbagathi Flats,-1.3007,36.802644,,
0510FHI,NHIF,-1.294992,36.813348,,
0510GAH,High Way,-1.316005,36.838349,,
0510GIE,Stage Ya Chini,-1.394398,36.939849,,
0510GMS,GM,-1.330258,36.870627,,
0510GSU,GSU,-1.289601,36.949425,,
0510HAS,Elshadai,-1.287606,36.979616,,
0510HDY,Hardy Stage,-1.365382,36.742464,,
0510HEL,Shell,-1.3113,36.816849,,
0510HLC,Hillcrest,-1.33809,36.73392,,
0510HQS,HQ,-1.324143,36.797008,,
0510IAA,Imara,-1.328708,36.880846,,
0510IAR,Vumira,-1.31307,36.838279,,
0510IAV,Ravaria,-1.449665,36.979777,,
0510IBE,Benedicta,-1.278942,36.967975,,
0510IBR,Makaburini,-1.29768,36.82312,,
0510IDD,DT Dobie,-1.29936,36.837008,,
0510IIH,Highrise,-1.314615,36.807882,,
0510ITI,Tumaini,-1.279564,36.966655,,
0510IWT,Twiga,-1.342655,36.76498,,
0510/JA,Rounda/Taj,-1.323649,36.899632,,
0510JAS,St James,-1.323178,36.843832,,
0510JNT,Junction,-1.313843,36.838287,,
0510KAB,Makaburini,-1.298146,36.823339,,
0510KAL,Jua Kali,-1.288818,36.839615,,
0510KAO,AOSK,-1.355127,36.72192,,
0510KAS,Deliverance Church Langata/Kanisani,-1.323677,36.798897,,
0510KBL,Kobil,-1.327956,36.893839,,
0510KEF,Kenyatta Market Flyover,-1.306232,36.803278,,
0510KFA,Rafikiz/Carnivore,-1.322994,36.802,,
0510KIT,Kitengela,-1.47715,36.957852,,
0510KJC,Kareng'ata/Jkuat/Cuea,-1.353708,36.74708,,
0510KNH,Karen Hospital,-1.33695,36.72591,,
0510KOB,Kobil,-1.395972,36.762187,,
0510KPT,Kapiti Crescent,-1.313471,36.83826,,
0510KSM,Kiserain Nairobi Bus Stop,-1.429533,36.685794,,
0510KWR,Kware,-1.396708,36.74965,,
0510LEN,Mihang'o/ Kayole Junction,-1.287878,36.952021,,
0510LEO,Arka Hotel,-1.326969,36.842257,,
0510LGP,Langata Road Primary School,-1.317562,36.812316,,
0510LGT,Langata Hospital/Mobil,-1.328715,36.788743,,
0510LIV,Civil Servant,-1.322705,36.788836,,
0510LKO,Kenol,-1.397182,36.755562,,
0510LOO,Mlolongo,-1.400073,36.943057,,
0510LTA,Total,-1.301601,36.83284,,
0510LTL,T-Mall,-1.311257,36.816816,,
0510LTO,Total,-1.274092,36.973039,,
0510LTY,OiLibya,-1.327221,36.788878,,
0510MAR,Transamii,-1.325601,36.897685,,
0510MAS,Mass,-1.312416,36.838312,,
0510MAY,Tmall,-1.312957,36.816693,,
0510MBL,Boby Meal,-1.331626,36.860762,,
0510MCU,Mchumbi Road,-1.311661,36.838182,,
0510MDA,Makadara,-1.456418,36.974466,,
0510MEF,AMREF,-1.319025,36.810808,,
0510MES,Times Tower,-1.291001,36.823812,,
0510MFL,Madaraka Flyover,-1.307931,36.819123,,
0510MOB,Bobmill,-1.331572,36.859946,,
0510MSA,Mombasa Road,-1.318227,36.838593,,
0510MSL,Maasai Lodge,-1.390371,36.766927,,
0510MTK,KMTC,-1.447044,36.985602,,
