time,temperature_c,rain,wind_speed,Super (PMS),Diesel (AGO),demand,demand_lag_1h,demand_lag_24h,demand_lag_168h
2025-01-22 11:00:00,28.6,0.0,9.5,176.58,167.06,97.6,95.1,104.0,114.8
2025-01-22 12:00:00,28.8,0.0,12.0,176.58,167.06,102.8,97.6,102.6,114.1
2025-01-22 13:00:00,28.5,0.0,11.8,176.58,167.06,102.1,102.8,100.0,107.4
2025-01-22 14:00:00,27.8,0.0,13.3,176.58,167.06,104.4,102.1,104.4,106.9
2025-01-22 15:00:00,26.1,0.0,16.0,176.58,167.06,108.1,104.4,104.7,109.7
2025-01-22 16:00:00,24.1,0.0,16.7,176.58,167.06,107.5,108.1,99.6,102.5
2025-01-22 17:00:00,23.3,0.0,17.3,176.58,167.06,107.9,107.5,97.3,99.7
2025-01-22 18:00:00,22.0,0.0,15.5,176.58,167.06,103.0,107.9,94.7,93.8
2025-01-22 19:00:00,21.0,0.0,12.0,176.58,167.06,95.0,103.0,88.4,90.7
2025-01-22 20:00:00,20.2,0.0,11.0,176.58,167.06,92.2,95.0,85.0,88.2
2025-01-22 21:00:00,19.6,0.0,8.1,176.58,167.06,85.8,92.2,86.0,85.3
2025-01-22 22:00:00,19.0,0.0,6.7,176.58,167.06,82.4,85.8,84.9,84.2
2025-01-22 23:00:00,18.5,0.0,8.9,176.58,167.06,86.3,82.4,81.2,79.9
2025-01-23 00:00:00,17.7,0.0,13.2,176.58,167.06,94.1,86.3,80.0,81.7
2025-01-23 01:00:00,17.0,0.0,11.8,176.58,167.06,90.6,94.1,78.2,84.0
2025-01-23 02:00:00,16.6,0.0,9.2,176.58,167.06,85.0,90.6,80.0,82.8
2025-01-23 03:00:00,16.1,0.0,6.9,176.58,167.06,79.9,85.0,79.7,82.5
2025-01-23 04:00:00,15.8,0.0,7.3,176.58,167.06,80.4,79.9,78.1,80.9
2025-01-23 05:00:00,18.2,0.0,5.9,176.58,167.06,80.0,80.4,76.4,80.5
2025-01-23 06:00:00,20.9,0.0,6.9,176.58,167.06,84.7,80.0,86.9,100.0
2025-01-23 07:00:00,23.2,0.0,10.4,176.58,167.06,94.0,84.7,90.9,109.5
2025-01-23 08:00:00,25.0,0.0,12.5,176.58,167.06,100.0,94.0,93.8,111.2
2025-01-23 09:00:00,26.6,0.0,11.9,176.58,167.06,100.4,100.0,95.1,112.3
2025-01-23 10:00:00,27.7,0.0,10.7,176.58,167.06,99.1,100.4,95.1,115.1
2025-01-23 11:00:00,27.6,0.0,10.0,176.58,167.06,97.6,99.1,97.6,115.3
2025-01-23 12:00:00,27.9,0.0,11.8,176.58,167.06,101.5,97.6,102.8,114.2
2025-01-23 13:00:00,27.6,0.0,11.6,176.58,167.06,100.8,101.5,102.1,111.8
2025-01-23 14:00:00,25.8,0.0,16.5,176.58,167.06,108.8,100.8,104.4,107.3
2025-01-23 15:00:00,24.7,0.0,14.4,176.58,167.06,103.5,108.8,108.1,105.4
2025-01-23 16:00:00,23.0,0.0,14.0,176.58,167.06,101.0,103.5,107.5,100.6
2025-01-23 17:00:00,22.1,0.0,12.7,176.58,167.06,97.5,101.0,107.9,98.2
2025-01-23 18:00:00,21.4,0.0,11.3,176.58,167.06,94.0,97.5,103.0,96.0
2025-01-23 19:00:00,20.6,0.0,10.0,176.58,167.06,90.6,94.0,95.0,90.8
2025-01-23 20:00:00,19.6,0.0,9.1,176.58,167.06,87.8,90.6,92.2,86.0
2025-01-23 21:00:00,19.0,0.0,6.6,176.58,167.06,82.2,87.8,85.8,82.6
2025-01-23 22:00:00,18.3,0.0,7.6,176.58,167.06,83.5,82.2,82.4,80.5
2025-01-23 23:00:00,17.6,0.0,8.0,176.58,167.06,83.6,83.5,86.3,81.3
2025-01-24 00:00:00,17.2,0.0,9.4,176.58,167.06,86.0,83.6,94.1,83.3
2025-01-24 01:00:00,16.7,0.0,8.7,176.58,167.06,84.1,86.0,90.6,83.5
2025-01-24 02:00:00,16.4,0.0,8.0,176.58,167.06,82.4,84.1,85.0,85.8
2025-01-24 03:00:00,15.9,0.0,7.3,176.58,167.06,80.5,82.4,79.9,84.2
2025-01-24 04:00:00,15.8,0.0,7.3,176.58,167.06,80.4,80.5,80.4,84.8
2025-01-24 05:00:00,18.4,0.0,5.0,176.58,167.06,78.4,80.4,80.0,83.0
2025-01-24 06:00:00,21.0,0.0,7.3,176.58,167.06,85.6,78.4,84.7,93.5
2025-01-24 07:00:00,23.3,0.0,11.8,176.58,167.06,96.9,85.6,94.0,99.2
2025-01-24 08:00:00,25.3,0.0,13.1,176.58,167.06,101.5,96.9,100.0,101.6
2025-01-24 09:00:00,26.5,0.0,12.7,176.58,167.06,101.9,101.5,100.4,103.8
2025-01-24 10:00:00,27.5,0.0,12.5,176.58,167.06,102.5,101.9,99.1,104.0
2025-01-24 11:00:00,28.5,0.0,12.5,176.58,167.06,103.5,102.5,97.6,108.1
2025-01-24 12:00:00,28.8,0.0,12.4,176.58,167.06,103.6,103.5,101.5,108.1
2025-01-24 13:00:00,27.6,0.0,12.6,176.58,167.06,102.8,103.6,100.8,104.2
2025-01-24 14:00:00,25.6,0.1,14.0,176.58,167.06,104.6,102.8,108.8,102.9
2025-01-24 15:00:00,24.9,0.0,14.1,176.58,167.06,103.1,104.6,103.5,102.4
2025-01-24 16:00:00,23.5,0.0,13.0,176.58,167.06,99.5,103.1,101.0,100.4
2025-01-24 17:00:00,22.5,0.0,15.9,176.58,167.06,104.3,99.5,97.5,98.9
2025-01-24 18:00:00,21.6,0.0,12.4,176.58,167.06,96.4,104.3,94.0,92.4
2025-01-24 19:00:00,20.5,0.0,11.0,176.58,167.06,92.5,96.4,90.6,88.4
2025-01-24 20:00:00,19.6,0.0,11.3,176.58,167.06,92.2,92.5,87.8,82.5
2025-01-24 21:00:00,19.0,0.0,10.8,176.58,167.06,90.6,92.2,82.2,79.8
2025-01-24 22:00:00,18.5,0.0,10.3,176.58,167.06,89.1,90.6,83.5,80.4
2025-01-24 23:00:00,18.0,0.0,9.9,176.58,167.06,87.8,89.1,83.6,83.9
2025-01-25 00:00:00,17.6,0.0,9.3,176.58,167.06,86.2,87.8,86.0,84.7
2025-01-25 01:00:00,16.8,0.0,9.9,176.58,167.06,86.6,86.2,84.1,84.2
2025-01-25 02:00:00,16.4,0.0,7.6,176.58,167.06,81.6,86.6,82.4,84.5
2025-01-25 03:00:00,16.0,0.0,7.8,176.58,167.06,81.6,81.6,80.5,80.9
2025-01-25 04:00:00,15.9,0.0,6.0,176.58,167.06,77.9,81.6,80.4,78.9
2025-01-25 05:00:00,18.6,0.0,4.6,176.58,167.06,77.8,77.9,78.4,76.0
2025-01-25 06:00:00,21.0,0.0,7.8,176.58,167.06,86.6,77.8,85.6,85.0
2025-01-25 07:00:00,23.2,0.0,7.9,176.58,167.06,89.0,86.6,96.9,96.5
2025-01-25 08:00:00,25.0,0.0,6.6,176.58,167.06,88.2,89.0,101.5,101.0
2025-01-25 09:00:00,27.0,0.0,8.1,176.58,167.06,93.2,88.2,101.9,103.0
2025-01-25 10:00:00,28.0,0.0,11.3,176.58,167.06,100.6,93.2,102.5,102.1
2025-01-25 11:00:00,28.4,0.0,12.7,176.58,167.06,103.8,100.6,103.5,101.1
2025-01-25 12:00:00,28.5,0.0,12.0,176.58,167.06,102.5,103.8,103.6,101.9
2025-01-25 13:00:00,27.7,0.0,12.2,176.58,167.06,102.1,102.5,102.8,104.8
2025-01-25 14:00:00,27.0,0.0,14.0,176.58,167.06,105.0,102.1,104.6,108.2
2025-01-25 15:00:00,26.2,0.0,13.5,176.58,167.06,103.2,105.0,103.1,105.4
2025-01-25 16:00:00,24.1,0.1,8.9,176.58,167.06,92.9,103.2,99.5,99.8
2025-01-25 17:00:00,21.9,0.1,4.8,176.58,167.06,82.5,92.9,104.3,96.9
2025-01-25 18:00:00,20.6,0.0,2.9,176.58,167.06,76.4,82.5,96.4,95.4
2025-01-25 19:00:00,19.2,0.0,8.4,176.58,167.06,86.0,76.4,92.5,90.4
2025-01-25 20:00:00,17.9,0.2,9.3,176.58,167.06,88.5,86.0,92.2,90.9
2025-01-25 21:00:00,17.1,0.7,8.0,176.58,167.06,90.1,88.5,90.6,86.6
2025-01-25 22:00:00,17.2,0.3,3.9,176.58,167.06,78.0,90.1,89.1,89.2
2025-01-25 23:00:00,17.4,0.0,6.9,176.58,167.06,81.2,78.0,87.8,91.1
2025-01-26 00:00:00,17.0,0.0,6.8,176.58,167.06,80.6,81.2,86.2,86.5
2025-01-26 01:00:00,16.5,0.0,6.1,176.58,167.06,78.7,80.6,86.6,85.2
2025-01-26 02:00:00,16.6,0.0,6.6,176.58,167.06,79.8,78.7,81.6,84.7
2025-01-26 03:00:00,16.5,0.0,8.3,176.58,167.06,83.1,79.8,81.6,86.4
2025-01-26 04:00:00,16.6,0.0,7.0,176.58,167.06,80.6,83.1,77.9,83.6
2025-01-26 05:00:00,18.6,0.0,5.5,176.58,167.06,79.6,80.6,77.8,78.5
2025-01-26 06:00:00,21.1,0.0,1.8,176.58,167.06,74.7,79.6,86.6,85.0
2025-01-26 07:00:00,22.5,0.0,2.9,176.58,167.06,78.3,74.7,89.0,92.2
2025-01-26 08:00:00,24.0,0.0,4.7,176.58,167.06,83.4,78.3,88.2,93.1
2025-01-26 09:00:00,24.5,0.0,4.4,176.58,167.06,83.3,83.4,93.2,93.6
2025-01-26 10:00:00,25.0,0.0,6.8,176.58,167.06,88.6,83.3,100.6,95.8
2025-01-26 11:00:00,25.8,0.1,5.5,176.58,167.06,87.8,88.6,103.8,96.7
2025-01-26 12:00:00,24.4,0.1,9.4,176.58,167.06,94.2,87.8,102.5,99.8
2025-01-26 13:00:00,22.0,2.3,6.9,176.58,167.06,108.8,94.2,102.1,107.0
2025-01-26 14:00:00,23.5,0.0,3.6,176.58,167.06,80.7,108.8,105.0,110.7
2025-01-26 15:00:00,21.0,2.3,9.6,176.58,167.06,113.2,80.7,103.2,107.0
2025-01-26 16:00:00,17.8,2.2,4.8,176.58,167.06,99.4,113.2,92.9,96.5
2025-01-26 17:00:00,18.0,0.0,5.6,176.58,167.06,79.2,99.4,82.5,92.9
2025-01-26 18:00:00,17.9,0.0,5.5,176.58,167.06,78.9,79.2,76.4,88.5
2025-01-26 19:00:00,17.4,0.0,0.2,176.58,167.06,67.8,78.9,86.0,91.9
2025-01-26 20:00:00,17.0,0.0,1.0,176.58,167.06,69.0,67.8,88.5,89.6
2025-01-26 21:00:00,16.8,0.0,4.1,176.58,167.06,75.0,69.0,90.1,86.1
2025-01-26 22:00:00,16.3,0.0,6.3,176.58,167.06,78.9,75.0,78.0,80.4
2025-01-26 23:00:00,16.0,0.0,6.9,176.58,167.06,79.8,78.9,81.2,77.3
2025-01-27 00:00:00,16.4,0.1,6.6,176.58,167.06,80.6,79.8,80.6,84.5
2025-01-27 01:00:00,15.9,0.0,5.4,176.58,167.06,76.7,80.6,78.7,88.1
2025-01-27 02:00:00,15.9,0.0,5.5,176.58,167.06,76.9,76.7,79.8,88.2
2025-01-27 03:00:00,15.6,0.0,5.9,176.58,167.06,77.4,76.9,83.1,84.6
2025-01-27 04:00:00,15.6,0.0,3.5,176.58,167.06,72.6,77.4,80.6,83.2
2025-01-27 05:00:00,17.5,0.0,4.3,176.58,167.06,76.1,72.6,79.6,83.0
2025-01-27 06:00:00,18.0,0.0,1.3,176.58,167.06,70.6,76.1,74.7,89.9
2025-01-27 07:00:00,19.8,0.0,1.3,176.58,167.06,72.4,70.6,78.3,91.5
2025-01-27 08:00:00,21.4,0.0,3.4,176.58,167.06,78.2,72.4,83.4,93.2
2025-01-27 09:00:00,23.4,0.0,7.8,176.58,167.06,89.0,78.2,83.3,97.2
2025-01-27 10:00:00,23.8,0.0,10.7,176.58,167.06,95.2,89.0,88.6,98.5
2025-01-27 11:00:00,22.8,0.0,11.5,176.58,167.06,95.8,95.2,87.8,101.2
2025-01-27 12:00:00,23.5,0.0,8.6,176.58,167.06,90.7,95.8,94.2,99.3
2025-01-27 13:00:00,23.0,0.0,7.7,176.58,167.06,88.4,90.7,108.8,97.7
2025-01-27 14:00:00,22.8,0.0,7.1,176.58,167.06,87.0,88.4,80.7,105.1
2025-01-27 15:00:00,22.0,0.2,8.0,176.58,167.06,90.0,87.0,113.2,110.3
2025-01-27 16:00:00,20.2,0.0,7.6,176.58,167.06,85.4,90.0,99.4,106.6
2025-01-27 17:00:00,19.5,0.0,7.6,176.58,167.06,84.7,85.4,79.2,100.8
2025-01-27 18:00:00,18.6,0.0,6.4,176.58,167.06,81.4,84.7,78.9,91.6
2025-01-27 19:00:00,17.9,0.0,5.0,176.58,167.06,77.9,81.4,67.8,87.1
2025-01-27 20:00:00,17.2,0.0,2.2,176.58,167.06,71.6,77.9,69.0,89.2
2025-01-27 21:00:00,17.0,0.0,1.1,176.58,167.06,69.2,71.6,75.0,84.2
2025-01-27 22:00:00,16.9,0.0,2.8,176.58,167.06,72.5,69.2,78.9,77.6
2025-01-27 23:00:00,16.3,0.0,3.0,176.58,167.06,72.3,72.5,79.8,75.3
2025-01-28 00:00:00,16.0,0.0,2.3,176.58,167.06,70.6,72.3,80.6,76.9
2025-01-28 01:00:00,17.1,0.0,4.0,176.58,167.06,75.1,70.6,76.7,75.5
2025-01-28 02:00:00,17.0,0.1,6.4,176.58,167.06,80.8,75.1,76.9,79.9
2025-01-28 03:00:00,15.1,2.9,9.0,176.58,167.06,112.1,80.8,77.4,80.5
2025-01-28 04:00:00,15.2,0.4,5.5,176.58,167.06,80.2,112.1,72.6,79.2
2025-01-28 05:00:00,16.9,1.0,7.7,176.58,167.06,92.3,80.2,76.1,76.1
2025-01-28 06:00:00,18.5,0.1,5.2,176.58,167.06,79.9,92.3,70.6,80.8
2025-01-28 07:00:00,19.4,0.1,6.9,176.58,167.06,84.2,79.9,72.4,85.4
2025-01-28 08:00:00,20.8,0.1,5.2,176.58,167.06,82.2,84.2,78.2,92.5
2025-01-28 09:00:00,21.8,0.1,6.8,176.58,167.06,86.4,82.2,89.0,97.8
2025-01-28 10:00:00,23.2,0.1,5.5,176.58,167.06,85.2,86.4,95.2,101.7
2025-01-28 11:00:00,24.1,0.1,5.9,176.58,167.06,86.9,85.2,95.8,104.0
2025-01-28 12:00:00,23.6,0.0,11.9,176.58,167.06,97.4,86.9,90.7,102.6
2025-01-28 13:00:00,21.2,0.1,7.1,176.58,167.06,86.4,97.4,88.4,100.0
2025-01-28 14:00:00,19.1,0.2,5.8,176.58,167.06,82.7,86.4,87.0,104.4
2025-01-28 15:00:00,18.9,0.0,3.9,176.58,167.06,76.7,82.7,90.0,104.7
2025-01-28 16:00:00,18.2,0.1,1.0,176.58,167.06,71.2,76.7,85.4,99.6
2025-01-28 17:00:00,17.6,0.0,3.8,176.58,167.06,75.2,71.2,84.7,97.3
2025-01-28 18:00:00,17.2,0.0,8.3,176.58,167.06,83.8,75.2,81.4,94.7
2025-01-28 19:00:00,16.8,0.0,8.4,176.58,167.06,83.6,83.8,77.9,88.4
2025-01-28 20:00:00,16.7,0.0,8.2,176.58,167.06,83.1,83.6,71.6,85.0
2025-01-28 21:00:00,16.1,0.0,8.1,176.58,167.06,82.3,83.1,69.2,86.0
2025-01-28 22:00:00,15.5,0.0,8.8,176.58,167.06,83.1,82.3,72.5,84.9
2025-01-28 23:00:00,15.1,0.0,8.1,176.58,167.06,81.3,83.1,72.3,81.2
2025-01-29 00:00:00,14.8,0.0,4.0,176.58,167.06,72.8,81.3,70.6,80.0
2025-01-29 01:00:00,15.6,0.0,5.9,176.58,167.06,77.4,72.8,75.1,78.2
2025-01-29 02:00:00,15.8,0.0,5.2,176.58,167.06,76.2,77.4,80.8,80.0
2025-01-29 03:00:00,14.8,0.0,4.8,176.58,167.06,74.4,76.2,112.1,79.7
2025-01-29 04:00:00,14.4,0.0,5.2,176.58,167.06,74.8,74.4,80.2,78.1
2025-01-29 05:00:00,17.6,0.0,4.1,176.58,167.06,75.8,74.8,92.3,76.4
2025-01-29 06:00:00,19.7,0.0,1.4,176.58,167.06,72.5,75.8,79.9,86.9
2025-01-29 07:00:00,21.3,0.0,4.0,176.58,167.06,79.3,72.5,84.2,90.9
2025-01-29 08:00:00,22.7,0.0,4.9,176.58,167.06,82.5,79.3,82.2,93.8
2025-01-29 09:00:00,23.8,0.0,6.2,176.58,167.06,86.2,82.5,86.4,95.1
2025-01-29 10:00:00,24.9,0.1,9.9,176.58,167.06,95.7,86.2,85.2,95.1
2025-01-29 11:00:00,22.2,4.1,10.4,176.58,167.06,134.0,95.7,86.9,97.6
2025-01-29 12:00:00,22.8,0.1,5.4,176.58,167.06,84.6,134.0,97.4,102.8
2025-01-29 13:00:00,24.7,0.1,7.9,176.58,167.06,91.5,84.6,86.4,102.1
2025-01-29 14:00:00,24.2,0.1,9.7,176.58,167.06,94.6,91.5,82.7,104.4
2025-01-29 15:00:00,22.6,0.1,9.8,176.58,167.06,93.2,94.6,76.7,108.1
2025-01-29 16:00:00,20.5,0.0,4.7,176.58,167.06,79.9,93.2,71.2,107.5
2025-01-29 17:00:00,19.6,0.0,2.6,176.58,167.06,74.8,79.9,75.2,107.9
2025-01-29 18:00:00,18.6,0.0,2.0,176.58,167.06,72.6,74.8,83.8,103.0
2025-01-29 19:00:00,17.9,0.0,3.6,176.58,167.06,75.1,72.6,83.6,95.0
2025-01-29 20:00:00,17.4,0.1,2.4,176.58,167.06,73.2,75.1,83.1,92.2
2025-01-29 21:00:00,16.8,0.0,6.9,176.58,167.06,80.6,73.2,82.3,85.8
2025-01-29 22:00:00,16.3,0.4,2.9,176.58,167.06,76.1,80.6,83.1,82.4
2025-01-29 23:00:00,16.1,0.0,1.3,176.58,167.06,68.7,76.1,81.3,86.3
2025-01-30 00:00:00,15.4,0.0,1.8,176.58,167.06,69.0,68.7,72.8,94.1
2025-01-30 01:00:00,15.1,0.3,2.2,176.58,167.06,72.5,69.0,77.4,90.6
2025-01-30 02:00:00,15.7,0.2,6.3,176.58,167.06,80.3,72.5,76.2,85.0
2025-01-30 03:00:00,15.4,0.1,7.1,176.58,167.06,80.6,80.3,74.4,79.9
2025-01-30 04:00:00,15.4,0.1,5.0,176.58,167.06,76.4,80.6,74.8,80.4
2025-01-30 05:00:00,17.0,0.0,3.5,176.58,167.06,74.0,76.4,75.8,80.0
2025-01-30 06:00:00,19.3,0.0,0.9,176.58,167.06,71.1,74.0,72.5,84.7
2025-01-30 07:00:00,20.2,0.0,4.9,176.58,167.06,80.0,71.1,79.3,94.0
2025-01-30 08:00:00,21.9,0.1,6.2,176.58,167.06,85.3,80.0,82.5,100.0
2025-01-30 09:00:00,21.4,8.1,7.7,176.58,167.06,167.8,85.3,86.2,100.4
2025-01-30 10:00:00,22.5,0.2,3.7,176.58,167.06,81.9,167.8,95.7,99.1
2025-01-30 11:00:00,19.4,6.4,7.6,176.58,167.06,148.60000000000002,81.9,134.0,97.6
2025-01-30 12:00:00,18.5,3.7,5.6,176.58,167.06,116.7,148.60000000000002,84.6,101.5
2025-01-30 13:00:00,20.9,2.9,13.3,176.58,167.06,126.5,116.7,91.5,100.8
2025-01-30 14:00:00,17.8,2.9,2.1,176.58,167.06,101.0,126.5,94.6,108.8
2025-01-30 15:00:00,18.8,0.1,6.2,176.58,167.06,82.2,101.0,93.2,103.5
2025-01-30 16:00:00,17.5,0.0,3.0,176.58,167.06,73.5,82.2,79.9,101.0
2025-01-30 17:00:00,16.9,0.0,2.1,176.58,167.06,71.1,73.5,74.8,97.5
2025-01-30 18:00:00,16.5,0.0,3.6,176.58,167.06,73.7,71.1,72.6,94.0
2025-01-30 19:00:00,16.2,0.0,5.5,176.58,167.06,77.2,73.7,75.1,90.6
2025-01-30 20:00:00,15.7,0.0,4.6,176.58,167.06,74.9,77.2,73.2,87.8
2025-01-30 21:00:00,15.4,0.0,4.4,176.58,167.06,74.2,74.9,80.6,82.2
2025-01-30 22:00:00,15.0,0.0,4.8,176.58,167.06,74.6,74.2,76.1,83.5
2025-01-30 23:00:00,14.8,0.0,5.4,176.58,167.06,75.6,74.6,68.7,83.6
2025-01-31 00:00:00,14.6,0.0,5.5,176.58,167.06,75.6,75.6,69.0,86.0
2025-01-31 01:00:00,14.9,0.0,6.0,176.58,167.06,76.9,75.6,72.5,84.1
2025-01-31 02:00:00,15.2,0.0,5.4,176.58,167.06,76.0,76.9,80.3,82.4
2025-01-31 03:00:00,15.0,0.0,5.9,176.58,167.06,76.8,76.0,80.6,80.5
2025-01-31 04:00:00,15.1,0.0,5.3,176.58,167.06,75.7,76.8,76.4,80.4
2025-01-31 05:00:00,17.5,0.0,5.1,176.58,167.06,77.7,75.7,74.0,78.4
2025-01-31 06:00:00,19.8,0.0,5.2,176.58,167.06,80.2,77.7,71.1,85.6
2025-01-31 07:00:00,21.8,0.0,7.2,176.58,167.06,86.2,80.2,80.0,96.9
2025-01-31 08:00:00,23.2,0.0,7.7,176.58,167.06,88.6,86.2,85.3,101.5
2025-01-31 09:00:00,24.2,0.0,9.1,176.58,167.06,92.4,88.6,167.8,101.9
2025-01-31 10:00:00,24.5,0.0,9.6,176.58,167.06,93.7,92.4,81.9,102.5
2025-01-31 11:00:00,25.0,0.0,9.7,176.58,167.06,94.4,93.7,148.60000000000002,103.5
2025-01-31 12:00:00,24.5,0.1,11.1,176.58,167.06,97.7,94.4,116.7,103.6
2025-01-31 13:00:00,23.8,0.1,13.0,176.58,167.06,100.8,97.7,126.5,102.8
2025-01-31 14:00:00,23.6,0.2,12.2,176.58,167.06,100.0,100.8,101.0,104.6
2025-01-31 15:00:00,22.6,0.0,12.7,176.58,167.06,98.0,100.0,82.2,103.1
2025-01-31 16:00:00,20.6,0.0,9.3,176.58,167.06,89.2,98.0,73.5,99.5
2025-01-31 17:00:00,19.2,0.0,8.4,176.58,167.06,86.0,89.2,71.1,104.3
2025-01-31 18:00:00,18.3,0.0,7.5,176.58,167.06,83.3,86.0,73.7,96.4
2025-01-31 19:00:00,17.6,0.0,8.0,176.58,167.06,83.6,83.3,77.2,92.5
2025-01-31 20:00:00,17.2,0.0,7.5,176.58,167.06,82.2,83.6,74.9,92.2
2025-01-31 21:00:00,17.0,0.0,6.6,176.58,167.06,80.2,82.2,74.2,90.6
2025-01-31 22:00:00,16.5,0.0,6.7,176.58,167.06,79.9,80.2,74.6,89.1
2025-01-31 23:00:00,15.9,0.0,9.2,176.58,167.06,84.3,79.9,75.6,87.8
2025-02-01 00:00:00,15.7,0.0,9.2,176.58,167.06,84.1,84.3,75.6,86.2
2025-02-01 01:00:00,16.0,0.0,9.5,176.58,167.06,85.0,84.1,76.9,86.6
2025-02-01 02:00:00,15.9,0.0,9.2,176.58,167.06,84.3,85.0,76.0,81.6
2025-02-01 03:00:00,15.6,0.0,8.4,176.58,167.06,82.4,84.3,76.8,81.6
2025-02-01 04:00:00,15.4,0.0,7.3,176.58,167.06,80.0,82.4,75.7,77.9
2025-02-01 05:00:00,17.5,0.0,6.1,176.58,167.06,79.7,80.0,77.7,77.8
2025-02-01 06:00:00,19.8,0.0,7.7,176.58,167.06,85.2,79.7,80.2,86.6
2025-02-01 07:00:00,21.4,0.0,12.1,176.58,167.06,95.6,85.2,86.2,89.0
2025-02-01 08:00:00,22.0,0.3,11.6,176.58,167.06,98.2,95.6,88.6,88.2
2025-02-01 09:00:00,23.0,0.6,10.3,176.58,167.06,99.6,98.2,92.4,93.2
2025-02-01 10:00:00,23.8,0.3,9.8,176.58,167.06,96.4,99.6,93.7,100.6
2025-02-01 11:00:00,24.3,0.0,10.5,176.58,167.06,95.3,96.4,94.4,103.8
2025-02-01 12:00:00,24.8,0.0,12.4,176.58,167.06,99.6,95.3,97.7,102.5
2025-02-01 13:00:00,24.2,0.0,11.6,176.58,167.06,97.4,99.6,100.8,102.1
2025-02-01 14:00:00,23.6,0.0,11.9,176.58,167.06,97.4,97.4,100.0,105.0
2025-02-01 15:00:00,22.5,0.0,9.1,176.58,167.06,90.7,97.4,98.0,103.2
2025-02-01 16:00:00,20.5,0.0,7.2,176.58,167.06,84.9,90.7,89.2,92.9
2025-02-01 17:00:00,19.2,0.0,6.1,176.58,167.06,81.4,84.9,86.0,82.5
2025-02-01 18:00:00,18.5,0.0,5.2,176.58,167.06,78.9,81.4,83.3,76.4
2025-02-01 19:00:00,17.6,0.0,11.5,176.58,167.06,90.6,78.9,83.6,86.0
2025-02-01 20:00:00,16.2,0.0,7.0,176.58,167.06,80.2,90.6,82.2,88.5
2025-02-01 21:00:00,15.6,0.0,3.3,176.58,167.06,72.2,80.2,80.2,90.1
2025-02-01 22:00:00,15.6,0.0,5.1,176.58,167.06,75.8,72.2,79.9,78.0
2025-02-01 23:00:00,15.3,0.0,5.4,176.58,167.06,76.1,75.8,84.3,81.2
2025-02-02 00:00:00,15.8,0.0,6.6,176.58,167.06,79.0,76.1,84.1,80.6
2025-02-02 01:00:00,17.0,0.0,7.4,176.58,167.06,81.8,79.0,85.0,78.7
2025-02-02 02:00:00,17.0,0.0,6.1,176.58,167.06,79.2,81.8,84.3,79.8
2025-02-02 03:00:00,17.2,0.0,5.9,176.58,167.06,79.0,79.2,82.4,83.1
2025-02-02 04:00:00,17.0,0.0,6.1,176.58,167.06,79.2,79.0,80.0,80.6
2025-02-02 05:00:00,18.8,0.0,7.0,176.58,167.06,82.8,79.2,79.7,79.6
2025-02-02 06:00:00,20.5,0.0,7.2,176.58,167.06,84.9,82.8,85.2,74.7
2025-02-02 07:00:00,21.3,0.0,9.0,176.58,167.06,89.3,84.9,95.6,78.3
2025-02-02 08:00:00,22.6,0.0,8.8,176.58,167.06,90.2,89.3,98.2,83.4
2025-02-02 09:00:00,23.8,0.0,8.0,176.58,167.06,89.8,90.2,99.6,83.3
2025-02-02 10:00:00,25.1,0.0,9.0,176.58,167.06,93.1,89.8,96.4,88.6
2025-02-02 11:00:00,26.0,0.0,9.8,176.58,167.06,95.6,93.1,95.3,87.8
2025-02-02 12:00:00,25.4,0.1,10.9,176.58,167.06,98.2,95.6,99.6,94.2
2025-02-02 13:00:00,25.7,0.1,7.3,176.58,167.06,91.3,98.2,97.4,108.8
2025-02-02 14:00:00,24.9,0.1,10.0,176.58,167.06,95.9,91.3,97.4,80.7
2025-02-02 15:00:00,23.5,0.0,13.3,176.58,167.06,100.1,95.9,90.7,113.2
2025-02-02 16:00:00,21.3,0.0,10.7,176.58,167.06,92.7,100.1,84.9,99.4
2025-02-02 17:00:00,20.1,0.0,8.2,176.58,167.06,86.5,92.7,81.4,79.2
2025-02-02 18:00:00,18.9,0.0,5.5,176.58,167.06,79.9,86.5,78.9,78.9
2025-02-02 19:00:00,18.0,0.0,4.1,176.58,167.06,76.2,79.9,90.6,67.8
2025-02-02 20:00:00,18.0,0.0,6.1,176.58,167.06,80.2,76.2,80.2,69.0
2025-02-02 21:00:00,17.6,0.0,6.9,176.58,167.06,81.4,80.2,72.2,75.0
2025-02-02 22:00:00,17.2,0.0,7.3,176.58,167.06,81.8,81.4,75.8,78.9
2025-02-02 23:00:00,16.9,0.0,7.5,176.58,167.06,81.9,81.8,76.1,79.8
2025-02-03 00:00:00,16.6,0.0,6.9,176.58,167.06,80.4,81.9,79.0,80.6
2025-02-03 01:00:00,16.2,0.0,8.0,176.58,167.06,82.2,80.4,81.8,76.7
2025-02-03 02:00:00,15.9,0.0,8.2,176.58,167.06,82.3,82.2,79.2,76.9
2025-02-03 03:00:00,15.4,0.0,8.0,176.58,167.06,81.4,82.3,79.0,77.4
2025-02-03 04:00:00,15.3,0.0,7.7,176.58,167.06,80.7,81.4,79.2,72.6
2025-02-03 05:00:00,18.1,0.0,8.8,176.58,167.06,85.7,80.7,82.8,76.1
2025-02-03 06:00:00,20.5,0.0,11.8,176.58,167.06,94.1,85.7,84.9,70.6
